Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),PACU_VAV_BOT:Air System Total Heating Energy [J](Hourly),PACU_VAV_BOT:Air System Total Cooling Energy [J](Hourly),PACU_VAV_MID:Air System Total Heating Energy [J](Hourly),PACU_VAV_MID:Air System Total Cooling Energy [J](Hourly),PACU_VAV_TOP:Air System Total Heating Energy [J](Hourly),PACU_VAV_TOP:Air System Total Cooling Energy [J](Hourly) 
 01/05  13:00:00,17.958333333333333,5780182.446715905,48154754.847407039,3567018.595763743,31930466.592725398,3705019.468256376,33622682.06226927 
 01/05  14:00:00,17.416666666666669,7910564.094780061,50677730.422408077,4478485.1486308709,32365637.49560661,3837209.861834567,31399957.892593806 
 01/05  15:00:00,16.591666666666666,7424740.162695959,40799304.56102177,4906632.126087981,27982776.568660056,4159807.984416562,26876652.998224308 
 01/05  16:00:00,15.483333333333335,7666030.228606084,27475772.116781977,5480823.769608453,19658409.58766156,4245969.150264196,17575978.88566561 
 01/05  17:00:00,13.791666666666666,8312773.244432371,3555375.6166518789,4650195.212656414,2164256.6951777494,3668754.0823461289,1748300.7032794078 
 01/05  18:00:00,12.416666666666666,8175182.960196241,0.0,2499846.370324126,0.0,2456085.239524036,0.0 
 01/05  19:00:00,11.416666666666666,3268150.7839257495,0.0,2430481.2814911378,0.0,2441675.270440557,0.0 
 01/05  20:00:00,10.416666666666666,2954901.6839686597,0.0,3722094.9921706805,0.0,5386805.859071599,0.0 
 01/05  21:00:00,9.416666666666666,5308560.456753415,0.0,7461811.68139403,0.0,9767256.399060946,0.0 
 01/05  22:00:00,10.166666666666666,4278754.108940108,0.0,5050839.988788076,0.0,7622063.49986213,0.0 
 01/05  23:00:00,9.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  24:00:00,7.25,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  01:00:00,6.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  02:00:00,7.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0 
