Program Version:,EnergyPlus, Version 9.0.1-bb7ca4f0da, YMD=2022.04.26 19:50
,Total On-Site and Utility Electric Sources,332051.225,100.00
,Total Electricity End Uses,332051.225,100.00


On-Site Thermal Sources

,,Heat [kWh],Percent Heat [%]
,Water-Side Heat Recovery,0.00,
,Air to Air Heat Recovery for Cooling,0.00,
,Air to Air Heat Recovery for Heating,0.00,
,High-Temperature Geothermal*,0.00,
,Solar Water Thermal,0.00,
,Solar Air Thermal,0.00,
,Total On-Site Thermal Sources,0.00,


Water Source Summary

,,Water [m3],Percent Water [%]
,Rainwater Collection,0.00,0.00
,Condensate Collection,0.00,0.00
,Groundwater Well,0.00,0.00
,Total On Site Water Sources,0.00,0.00
,-,-,-
,Initial Storage,0.00,0.00
,Final Storage,0.00,0.00
,Change in Storage,0.00,0.00
,-,-,-
,Water Supplied by Utility,271.06,100.00
,-,-,-
,Total On Site, Change in Storage, and Utility Water Sources,271.06,100.00
,Total Water End Uses,271.06,100.00


Setpoint Not Met Criteria

,,Degrees [deltaC]
,Tolerance for Zone Heating Setpoint Not Met Time,0.56
,Tolerance for Zone Cooling Setpoint Not Met Time,0.56


Comfort and Setpoint Not Met Summary

,,Facility [Hours]
,Time Setpoint Not Met During Occupied Heating,55.83
,Time Setpoint Not Met During Occupied Cooling,167.00
,Time Not Comfortable Based on Simple ASHRAE 55-2004,360.67


Note 1: An asterisk (*) indicates that the feature is not yet implemented.
----------------------------------------------------------------------------------------------------
REPORT:,Input Verification and Results Summary
FOR:,Entire Facility
General

,,Value
,Program Version and Build,EnergyPlus, Version 9.0.1-bb7ca4f0da, YMD=2022.04.26 19:50
,RunPeriod,RUNPERIOD 1
,Weather File,San Diego-Brown Field Muni AP CA USA TMY3 WMO#=722904
,Latitude [deg],32.58
,Longitude [deg],-117.0
,Elevation [m],159.00
,Time Zone,-8.0
,North Axis Angle [deg],0.00
,Rotation for Appendix G [deg],0.00
,Hours Simulated [hrs],8760.00


ENVELOPE
Window-Wall Ratio

,,Total,North (315 to 45 deg),East (45 to 135 deg),South (135 to 225 deg),West (225 to 315 deg)
,Gross Wall Area [m2],1977.67,593.30,395.53,593.30,395.53
,Above Ground Wall Area [m2],1977.67,593.30,395.53,593.30,395.53
,Window Opening Area [m2],652.62,195.79,130.53,195.79,130.53
,Gross Window-Wall Ratio [%],33.00,33.00,33.00,33.00,33.00
,Above Ground Window-Wall Ratio [%],33.00,33.00,33.00,33.00,33.00


Conditioned Window-Wall Ratio

,,Total,North (315 to 45 deg),East (45 to 135 deg),South (135 to 225 deg),West (225 to 315 deg)
,Gross Wall Area [m2],1977.67,593.30,395.53,593.30,395.53
,Above Ground Wall Area [m2],1977.67,593.30,395.53,593.30,395.53
,Window Opening Area [m2],652.62,195.79,130.53,195.79,130.53
,Gross Window-Wall Ratio [%],33.00,33.00,33.00,33.00,33.00
,Above Ground Window-Wall Ratio [%],33.00,33.00,33.00,33.00,33.00


Skylight-Roof Ratio

,,Total
,Gross Roof Area [m2],1660.73
,Skylight Area [m2],0.00
,Skylight-Roof Ratio [%],0.00


PERFORMANCE
Zone Summary

,,Area [m2],Conditioned (Y/N),Part of Total Floor Area (Y/N),Volume [m3],Multipliers,Above Ground Gross Wall Area [m2],Underground Gross Wall Area [m2],Window Glass Area [m2],Opening Area [m2],Lighting [W/m2],People [m2 per person],Plug and Process [W/m2]
,CORE_BOTTOM,983.54,Yes,Yes,2698.04,1.00,0.00,0.00,0.00,0.00,4.0000,18.58,40.8445
,TOPFLOOR_PLENUM,1660.73,Yes,No,2024.76,1.00,202.84,0.00,0.00,0.00,,,
,MIDFLOOR_PLENUM,1660.73,Yes,No,2024.76,1.00,202.84,0.00,0.00,0.00,,,
,FIRSTFLOOR_PLENUM,1660.73,Yes,No,2024.76,1.00,202.84,0.00,0.00,0.00,,,
,CORE_MID,983.54,Yes,Yes,2698.04,1.00,0.00,0.00,0.00,0.00,4.0000,18.58,8.0700
,CORE_TOP,983.54,Yes,Yes,2698.04,1.00,0.00,0.00,0.00,0.00,4.0000,18.58,8.0700
,PERIMETER_TOP_ZN_3,207.34,Yes,Yes,568.77,1.00,136.92,0.00,65.26,65.26,4.0000,18.58,8.0700
,PERIMETER_TOP_ZN_2,131.26,Yes,Yes,360.08,1.00,91.28,0.00,43.51,43.51,4.0000,18.58,8.0695
,PERIMETER_TOP_ZN_1,207.34,Yes,Yes,568.77,1.00,136.92,0.00,65.26,65.26,4.0000,18.58,8.0699
,PERIMETER_TOP_ZN_4,131.25,Yes,Yes,360.05,1.00,91.28,0.00,43.51,43.51,4.0000,18.58,8.0700
,PERIMETER_BOT_ZN_3,207.34,Yes,Yes,568.77,1.00,136.92,0.00,65.26,65.26,4.0000,18.58,8.0700
,PERIMETER_BOT_ZN_2,131.26,Yes,Yes,360.08,1.00,91.28,0.00,43.51,43.51,4.0000,18.58,8.0695
,PERIMETER_BOT_ZN_1,207.34,Yes,Yes,568.77,1.00,136.92,0.00,65.26,65.26,4.0000,18.58,8.0699
,PERIMETER_BOT_ZN_4,131.25,Yes,Yes,360.05,1.00,91.28,0.00,43.51,43.51,4.0000,18.58,8.0700
,PERIMETER_MID_ZN_3,207.34,Yes,Yes,568.77,1.00,136.92,0.00,65.26,65.26,4.0000,18.58,8.0700
,PERIMETER_MID_ZN_2,131.26,Yes,Yes,360.08,1.00,91.28,0.00,43.51,43.51,4.0000,18.58,8.0695
,PERIMETER_MID_ZN_1,207.34,Yes,Yes,568.77,1.00,136.92,0.00,65.26,65.26,4.0000,18.58,8.0699
,PERIMETER_MID_ZN_4,131.25,Yes,Yes,360.05,1.00,91.28,0.00,43.51,43.51,4.0000,18.58,8.0700
,Total,4982.19,,,13667.13,,1369.16,0.00,652.62,652.62,4.0000,18.58,14.5400
,Conditioned Total,4982.19,,,13667.13,,1369.16,0.00,652.62,652.62,4.0000,18.58,14.5400
,Unconditioned Total,0.00,,,0.00,,0.00,0.00,0.00,0.00,,,
,Not Part of Total,9964.37,,,12148.56,,1217.03,0.00,0.00,0.00,0.0000,,0.0000


----------------------------------------------------------------------------------------------------
REPORT:,Demand End Use Components Summary
FOR:,Entire Facility
End Uses

,,Electricity [W],Natural Gas [W],Propane [W],District Cooling [W],Steam [W],Water [m3/s]
,Time of Peak,16-OCT-12:09,09-JAN-06:10,-,-,-,02-JAN-12:09
,Heating,0.00,29377.49,0.00,0.00,0.00,0.00
,Cooling,52406.44,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,12168.12,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,49960.58,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,821.95,0.00,0.00,0.00,0.00,0.00
,Fans,10684.37,0.00,0.00,0.00,0.00,0.00
,Pumps,6.85,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,1886.44,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,
,Total End Uses,126048.31,31263.93,0.00,0.00,0.00,0.00


End Uses By Subcategory

,,Subcategory,Electricity [W],Natural Gas [W],Propane [W],District Cooling [W],Steam [W],Water [m3/s]
,Heating,General,0.00,29377.49,0.00,0.00,0.00,0.00
,Cooling,General,52406.44,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,LightsWired,12168.12,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,General,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,MiscPlug,34487.83,0.00,0.00,0.00,0.00,0.00
,,ElevatorLift,15412.75,0.00,0.00,0.00,0.00,0.00
,,ElevatorLightsFan,60.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,Transformer,821.95,0.00,0.00,0.00,0.00,0.00
,Fans,General,10684.37,0.00,0.00,0.00,0.00,0.00
,Pumps,General,6.85,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,General,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,General,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,General,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,Water Heater,0.00,1886.44,0.00,0.00,0.00,0.00
,,WaterUse,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,General,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,General,0.00,0.00,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Source Energy End Use Components Summary
FOR:,Entire Facility
Values gathered over      8760.00 hours

Source Energy End Use Components Summary

,,Source Electricity [kWh],Source Natural Gas [kWh],Source Additional Fuel [kWh],Source District Cooling [kWh],Source District Heating [kWh]
,Heating,2745.93,3322.11,0.00,0.00,0.00
,Cooling,157798.63,0.00,0.00,0.00,0.00
,Interior Lighting,129693.42,0.00,0.00,0.00,0.00
,Exterior Lighting,40645.64,0.00,0.00,0.00,0.00
,Interior Equipment,659853.06,0.00,0.00,0.00,0.00
,Exterior Equipment,10203.98,0.00,0.00,0.00,0.00
,Fans,50536.65,0.00,0.00,0.00,0.00
,Pumps,128.93,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,23738.10,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00
,,,,,,
,Total Source Energy End Use Components,1051606.23,27060.21,0.00,0.00,0.00


Normalized Metrics
Source Energy End Use Components Per Conditioned Floor Area

,,Source Electricity [kWh/m2],Source Natural Gas [kWh/m2],Source Additional Fuel [kWh/m2],Source District Cooling [kWh/m2],Source District Heating [kWh/m2]
,Heating,0.55,0.67,0.00,0.00,0.00
,Cooling,31.67,0.00,0.00,0.00,0.00
,Interior Lighting,26.03,0.00,0.00,0.00,0.00
,Exterior Lighting,8.16,0.00,0.00,0.00,0.00
,Interior Equipment,132.44,0.00,0.00,0.00,0.00
,Exterior Equipment,2.05,0.00,0.00,0.00,0.00
,Fans,10.14,0.00,0.00,0.00,0.00
,Pumps,0.03,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,4.76,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00
,,,,,,
,Total Source Energy End Use Components,211.07,5.43,0.00,0.00,0.00


Source Energy End Use Components Per Total Floor Area

,,Source Electricity [kWh/m2],Source Natural Gas [kWh/m2],Source Additional Fuel [kWh/m2],Source District Cooling [kWh/m2],Source District Heating [kWh/m2]
,Heating,0.55,0.67,0.00,0.00,0.00
,Cooling,31.67,0.00,0.00,0.00,0.00
,Interior Lighting,26.03,0.00,0.00,0.00,0.00
,Exterior Lighting,8.16,0.00,0.00,0.00,0.00
,Interior Equipment,132.44,0.00,0.00,0.00,0.00
,Exterior Equipment,2.05,0.00,0.00,0.00,0.00
,Fans,10.14,0.00,0.00,0.00,0.00
,Pumps,0.03,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,4.76,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00
,,,,,,
,Total Source Energy End Use Components,211.07,5.43,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Component Sizing Summary
FOR:,Entire Facility
AirTerminal:SingleDuct:VAV:Reheat

,,Design Size Maximum Air Flow Rate [m3/s],Design Size Constant Minimum Air Flow Fraction,User-Specified Constant Minimum Air Flow Fraction,Design Size Minimum Air Flow Rate [m3/s],Design Size Maximum Flow per Zone Floor Area during Reheat [m3/s-m2],Design Size Maximum Flow Fraction during Reheat []
,CORE_BOTTOM VAV BOX COMPONENT,3.32,0.225739,0.179000,0.594281,0.000604,0.179000
,CORE_MID VAV BOX COMPONENT,1.78,0.420163,0.316000,0.563657,0.000573,0.316000
,CORE_TOP VAV BOX COMPONENT,1.79,0.418215,0.318000,0.569866,0.000579,0.318000
,PERIMETER_TOP_ZN_3 VAV BOX COMPONENT,0.488269,0.323575,0.258000,0.125974,0.000608,0.258000
,PERIMETER_TOP_ZN_2 VAV BOX COMPONENT,0.565487,0.176877,0.143000,0.080865,0.000616,0.143000
,PERIMETER_TOP_ZN_1 VAV BOX COMPONENT,0.600349,0.263166,0.211000,0.126674,0.000611,0.211000
,PERIMETER_TOP_ZN_4 VAV BOX COMPONENT,0.622061,0.160780,0.132000,0.082112,0.000626,0.132000
,PERIMETER_BOT_ZN_3 VAV BOX COMPONENT,0.397535,0.397428,0.313000,0.124429,0.000600,0.313000
,PERIMETER_BOT_ZN_2 VAV BOX COMPONENT,0.491454,0.203522,0.165000,0.081090,0.000618,0.165000
,PERIMETER_BOT_ZN_1 VAV BOX COMPONENT,0.500483,0.315678,0.251000,0.125621,0.000606,0.251000
,PERIMETER_BOT_ZN_4 VAV BOX COMPONENT,0.514921,0.194234,0.159000,0.081872,0.000624,0.159000
,PERIMETER_MID_ZN_3 VAV BOX COMPONENT,0.431604,0.366057,0.289000,0.124733,0.000602,0.289000
,PERIMETER_MID_ZN_2 VAV BOX COMPONENT,0.578568,,,,0.000331,0.075000
,PERIMETER_MID_ZN_1 VAV BOX COMPONENT,0.551993,0.286220,0.229000,0.126406,0.000610,0.229000
,PERIMETER_MID_ZN_4 VAV BOX COMPONENT,0.585841,0.170721,0.140000,0.082018,0.000625,0.140000
User-Specified values were used. Design Size values were used if no User-Specified values were provided. Design Size values may be derived from alternate User-Specified values.


Coil:Heating:Electric

,,Design Size Nominal Capacity [W]
,CORE_BOTTOM VAV BOX REHEAT COIL,19479.33
,CORE_MID VAV BOX REHEAT COIL,18475.54
,CORE_TOP VAV BOX REHEAT COIL,23059.88
,PERIMETER_TOP_ZN_3 VAV BOX REHEAT COIL,9709.83
,PERIMETER_TOP_ZN_2 VAV BOX REHEAT COIL,6431.20
,PERIMETER_TOP_ZN_1 VAV BOX REHEAT COIL,9830.32
,PERIMETER_TOP_ZN_4 VAV BOX REHEAT COIL,6407.06
,PERIMETER_BOT_ZN_3 VAV BOX REHEAT COIL,6687.21
,PERIMETER_BOT_ZN_2 VAV BOX REHEAT COIL,4514.83
,PERIMETER_BOT_ZN_1 VAV BOX REHEAT COIL,6805.41
,PERIMETER_BOT_ZN_4 VAV BOX REHEAT COIL,4490.02
,PERIMETER_MID_ZN_3 VAV BOX REHEAT COIL,7059.86
,PERIMETER_MID_ZN_2 VAV BOX REHEAT COIL,4757.73
,PERIMETER_MID_ZN_1 VAV BOX REHEAT COIL,7199.99
,PERIMETER_MID_ZN_4 VAV BOX REHEAT COIL,4732.94
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


AirLoopHVAC

,,Sum of Air Terminal Maximum Heating Flow Rates [m3/s],Sum of Air Terminal Minimum Heating Flow Rates [m3/s],Sum of Air Terminal Maximum Flow Rates [m3/s],Adjusted Heating Design Air Flow Rate [m3/s],Adjusted Cooling Design Air Flow Rate [m3/s],Adjusted Main Design Air Flow Rate [m3/s],User Heating Air Flow Ratio [],Calculated Heating Air Flow Ratio [],Design Supply Air Flow Rate [m3/s]
,PACU_VAV_BOT,1.01,1.01,5.22,1.11,4.81,4.81,0.300000,0.230892,4.81
,PACU_VAV_MID,0.977814,0.977814,3.93,1.15,3.43,3.43,0.300000,0.335365,3.43
,PACU_VAV_TOP,0.985490,0.985490,4.07,1.69,3.72,3.72,0.300000,0.454058,3.72
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Controller:OutdoorAir

,,Maximum Outdoor Air Flow Rate [m3/s]
,PACU_VAV_BOT_OA_CONTROLLER,4.81
,PACU_VAV_MID_OA_CONTROLLER,3.43
,PACU_VAV_TOP_OA_CONTROLLER,3.72
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Coil:Cooling:DX:TwoSpeed

,,Design Size High Speed Rated Air Flow Rate [m3/s],Design Size High Speed Gross Rated Total Cooling Capacity [W],Design Size High Speed Rated Sensible Heat Ratio,Design Size Low Speed Rated Air Flow Rate [m3/s],Design Size Low Speed Gross Rated Total Cooling Capacity [W],Design Size Low Speed Gross Rated Sensible Heat Ratio
,PACU_VAV_BOT_COOLC DXCOIL,4.81,84712.34,0.800700,1.60,28234.62,0.800700
,PACU_VAV_MID_COOLC DXCOIL,3.43,62934.40,0.800391,1.14,20976.04,0.800391
,PACU_VAV_TOP_COOLC DXCOIL,3.72,67321.14,0.800741,1.24,22438.13,0.800741
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Coil:Heating:Fuel

,,Design Size Nominal Capacity [W]
,PACU_VAV_BOT_HEATC,5471.88
,PACU_VAV_MID_HEATC,9517.79
,PACU_VAV_TOP_HEATC,8828.44
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Fan:VariableVolume

,,Design Size Maximum Flow Rate [m3/s]
,PACU_VAV_BOT FAN,4.81
,PACU_VAV_MID FAN,3.43
,PACU_VAV_TOP FAN,3.72
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


PlantLoop

,,Maximum Loop Flow Rate [m3/s],Plant Loop Volume [m3]
,SHWSYS1,0.000054,0.006435
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Pump:ConstantSpeed

,,Design Flow Rate [m3/s],Design Power Consumption [W]
,SHWSYS1 PUMP,0.000054,6.85
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


WaterHeater:Mixed

,,Use Side Design Flow Rate [m3/s]
,SHWSYS1 WATER HEATER,0.000054
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


----------------------------------------------------------------------------------------------------
REPORT:,Surface Shadowing Summary
FOR:,Entire Facility
Surfaces (Walls, Roofs, etc) that may be Shadowed by Other Surfaces

,,None


Subsurfaces (Windows and Doors) that may be Shadowed by Surfaces

,,Possible Shadow Receivers
,PERIMETER_TOP_ZN_3_WALL_NORTH,PERIMETER_TOP_ZN_3_WALL_NORTH_WINDOW |
,PERIMETER_TOP_ZN_2_WALL_EAST,PERIMETER_TOP_ZN_2_WALL_EAST_WINDOW |
,PERIMETER_TOP_ZN_1_WALL_SOUTH,PERIMETER_TOP_ZN_1_WALL_SOUTH_WINDOW |
,PERIMETER_TOP_ZN_4_WALL_WEST,PERIMETER_TOP_ZN_4_WALL_WEST_WINDOW |
,PERIMETER_BOT_ZN_3_WALL_NORTH,PERIMETER_BOT_ZN_3_WALL_NORTH_WINDOW1 | PERIMETER_BOT_ZN_3_WALL_NORTH_WINDOW2 | PERIMETER_BOT_ZN_3_WALL_NORTH_WINDOW3 | PERIMETER_BOT_ZN_3_WALL_NORTH_DOOR1 | PERIMETER_BOT_ZN_3_WALL_NORTH_DOOR2 |
,PERIMETER_BOT_ZN_2_WALL_EAST,PERIMETER_BOT_ZN_2_WALL_EAST_WINDOW1 | PERIMETER_BOT_ZN_2_WALL_EAST_WINDOW2 | PERIMETER_BOT_ZN_2_WALL_EAST_DOOR |
,PERIMETER_BOT_ZN_1_WALL_SOUTH,PERIMETER_BOT_ZN_1_WALL_SOUTH_WINDOW1 | PERIMETER_BOT_ZN_1_WALL_SOUTH_WINDOW2 | PERIMETER_BOT_ZN_1_WALL_SOUTH_WINDOW3 | PERIMETER_BOT_ZN_1_WALL_SOUTH_DOOR1 | PERIMETER_BOT_ZN_1_WALL_SOUTH_DOOR2 |
,PERIMETER_BOT_ZN_4_WALL_WEST,PERIMETER_BOT_ZN_4_WALL_WEST_WINDOW1 | PERIMETER_BOT_ZN_4_WALL_WEST_WINDOW2 | PERIMETER_BOT_ZN_4_WALL_WEST_DOOR |
,PERIMETER_MID_ZN_3_WALL_NORTH,PERIMETER_MID_ZN_3_WALL_NORTH_WINDOW |
,PERIMETER_MID_ZN_2_WALL_EAST,PERIMETER_MID_ZN_2_WALL_EAST_WINDOW |
,PERIMETER_MID_ZN_1_WALL_SOUTH,PERIMETER_MID_ZN_1_WALL_SOUTH_WINDOW |
,PERIMETER_MID_ZN_4_WALL_WEST,PERIMETER_MID_ZN_4_WALL_WEST_WINDOW |


----------------------------------------------------------------------------------------------------
REPORT:,Adaptive Comfort Summary
FOR:,Entire Facility
Time Not Meeting the Adaptive Comfort Models during Occupied Hours

,,ASHRAE55 90% Acceptability Limits [Hours],ASHRAE55 80% Acceptability Limits  [Hours],CEN15251 Category I Acceptability Limits [Hours],CEN15251 Category II Acceptability Limits [Hours],CEN15251 Category III Acceptability Limits [Hours]


----------------------------------------------------------------------------------------------------
REPORT:,Initialization Summary
FOR:,Entire Facility
Version

,,Version ID
,           1,9.0


Timesteps per Hour

,,#TimeSteps,Minutes per TimeStep {minutes}
,           1,6,10


System Convergence Limits

,,Minimum System TimeStep {minutes},Max HVAC Iterations,Minimum Plant Iterations,Maximum Plant Iterations
,           1,1,20,2,8


Simulation Control

,,Do Zone Sizing,Do System Sizing,Do Plant Sizing,Do Design Days,Do Weather Simulation,Do HVAC Sizing Simulation
,           1,Yes,Yes,Yes,No,Yes,No


Output Reporting Tolerances

,,Tolerance for Time Heating Setpoint Not Met,Tolerance for Zone Cooling Setpoint Not Met Time
,           1,0.556,0.556


Site:GroundTemperature:BuildingSurface

,,Jan{C},Feb{C},Mar{C},Apr{C},May{C},Jun{C},Jul{C},Aug{C},Sep{C},Oct{C},Nov{C},Dec{C}
,           1,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00


Site:GroundTemperature:FCfactorMethod

,,Jan{C},Feb{C},Mar{C},Apr{C},May{C},Jun{C},Jul{C},Aug{C},Sep{C},Oct{C},Nov{C},Dec{C}
,           1,18.80,14.30,13.60,13.20,13.30,12.60,15.30,15.60,17.70,19.40,19.70,18.50


Site:GroundTemperature:Shallow

